serial_number,thumbprint,subject_cn,issuer_cn,Reason
8fe807310d98357a59382090634b93f0,610cbdea244ef6bc648437853f9d94daf2cfbfc9701a7c9ac1bc61b233eb228a,MAVE MEDIA,Sectigo RSA Code Signing CA,BuerLoader
142aac4217e22b525c8587589773ba9b,b9eeb2137a1b0c993fb5d44f7e38f82472069d1bfb1fb11439e759d1473b1365,"A.B. gostinstvo trgovina posredništvo in druge storitve, d.o.o.",Sectigo RSA Code Signing CA,Quakbot
02de1cc6c487954592f1bf574ca2b000,6dc72e286dab13f304eb5b15d3ad91f28887a6831b77d00ab6d58b7ea085430c,Orca System,Certum Extended Validation Code Signing CA SHA2,CobaltStrike
03b27d7f4ee21a462a064a17eef70d6c,64f4269ef71908f2c020f009e8fbf14337ca06a77544517f46f1e51a7297209a,CCL TRADING LIMITED,Sectigo RSA Code Signing CA,ParallaxRAT
02b6656292310b84022db5541bc48faf,97244100a7c23395807fbf909cfd04d5dd90a1b82571bf79f84e427775ddeb3c,DILA d.o.o.,Sectigo RSA Code Signing CA,Quakbot
b0a308fc2e71ac4ac40677b9c27ccbad,9a80307909f2e165dc30dd8aff6c9a86b4dd1f4f728f102f20a3703423e6b96b,Volpayk LLC,Sectigo RSA Code Signing CA,RaccoonStealer
3c98b6872fbb1f4ae37a4caa749d24c2,fcd3f379d8c72f07eef931edbb50afbc69688c1648709958b5ca2a07e616621e,OOO SMART,Certum Extended Validation Code Signing CA SHA2,CobaltStrike
7ddd3796a427b42f2e52d7c7af0ca54f,8737eb964b33dc89ff84a1835de9b01ab94ceab96dafff8288729c094439bb92,OOO Fobos,Sectigo RSA Code Signing CA,RemoteManipulator
6a568f85de2061f67ded98707d4988df,75f76c3664efc10058a602a2cdb1f35c9ee09d0b96d2f690fe0e26cfdd875922,OOO Apladis,Sectigo RSA Code Signing CA,ParallaxRAT
d609b6c95428954a999a8a99d4f198af,26cc728b34c4804df53fa73e78ba196f00a5fb771a30f10c1ae1667590f94aa1,OOO Fudl,Sectigo RSA Code Signing CA,ParallaxRAT
17d99cc2f5b29522d422332e681f3e18,0b217d1d980c034ccfff9b82d6fefab041ec1478e0f1b258b3cda59f300b1d10,PKV Trading ApS,Sectigo RSA Code Signing CA,Quakbot
31d852f5fca1a5966b5ed08a14825c54,d7e5969ee42e1ed1221750972792625474e1b1dce15b968e2d328c5cb585b6e5,BBT KLA d.o.o.,Sectigo RSA Code Signing CA,Ryuk
38989ec61ecdb7391ff5647f7d58ad18,7b3450d54feb88f79e48aa22b2c30bae0caefee22befb75d1d491c9da45389c0,RotA Games ApS,Sectigo RSA Code Signing CA,Quakbot
029685cda1c8233d2409a31206f78f9f,289a46e1f670f4d23b31a50afc2b79a5c300ac4a5b446ea188a0bad3f8abff04,"KOTO TRADE, družba za posredovanje, d.o.o.",Sectigo RSA Code Signing CA,ParallaxRAT
9a73550b8376863bd9430faa8b5a2987,37d6e78b70b0c4abce2e5ad9f14e6604ce136bb117710ce98c056b593b10ad28,CELAS LLC,COMODO RSA Code Signing CA,Lazarus
913ba16962cd7eee25965a6d0eeffa10,8daef9542ae2999787627cf1f53857c4c0cff9dfa024c8af35d3488245be7de6,JMT TRADING GROUP INC,Sectigo RSA Code Signing CA,Lazarus
07cef66a71c35bc3aed6d100c6493863,24369fc6809bf4080c11a556a63c718ec4938de0a6a89186ee026933bf5596a6,Fubon Technologies Ltd,DigiCert EV Code Signing CA (SHA2),Malware
ac0a7b9420b369af3ddb748385b981,fd4ca717b1e19a1ff27d2b3e61e419113f7d6ffae04829a8534f7b1c6fca2be8,OOO Tochka,Sectigo RSA Code Signing CA,Amadey
d3356318924c8c42959bf1d1574e6482,962518bfabcda183ed702c09a4ada754bf4da8af8244d7ee57fcf952fd929b8e,ADV TOURS d.o.o.,Sectigo RSA Code Signing CA,Quakbot
038fc745523b41b40d653b83aa381b80,060d0635e5d5180e54bd7c5119e907806f70db49819f1b68e21c4e25e9dd33b6,OOO Optima,Certum Extended Validation Code Signing CA SHA2,CobaltStrike
a2253aeb5b0ff1aecbfd412c18ccf07a,d1199917919385e10eabb394818ba788cf5ef71883f2ef1f14beaabf0e15a2a8,Gallopers Software Solutions Limited,Sectigo RSA Code Signing CA,RedLineStealer
64c2505c7306639fc8eae544b0305338,08f74dce30d09f60dac6e824a712f0f27d81bf65c249a3d112b563e725c407bb,MANILA Solution as,Certum Extended Validation Code Signing CA SHA2,CobaltStrike
AA28C9BD16D9D304F18AF223B27BFA1E,4FB8F87E10EE0B1AE039C72CF67D34B35036D26C31A7DD23FF88869F40783A92,Tecno trade d.o.o.,Sectigo RSA Code Signing CA,Quakbot
1AEC3D3F752A38617C1D7A677D0B5591,360920AE6F9CD7A56F9E2AFE08113C37ADC2167666C9267291DE035DB0F03699,SILVER d.o.o.,Sectigo RSA Code Signing CA,Quakbot
0cf2d0b5bfdd68cf777a0c12f806a569,e897913a9e5ff2fc1cf1047e887231181455e55f0ca286b05fbdef7094f1a2f4,PROTIP d.o.o. - v stečaju,Sectigo RSA Code Signing CA,Quakbot
37F3384B16D4EEF0A9B3344B50F1D8A3,2435FF834050871FD7FA41FD3349CBCEE044C30FD8FC988DAB146F9E41134592,Sore Loser Games ApS,Sectigo RSA Code Signing CA,Quakbot
08622B9DD9D78E67678ECC21E026522E,BC08B2BD8209891CB11ADC69616EFDBF3E6AFFF656732741960319B169359D28,Kayak Republic af 2015 APS,Sectigo RSA Code Signing CA,Quakbot
D4EF1AB6AB5D3CB35E4EFB7984DEF7A2,E535E3423F0EA4252A3ADD50281D00C73393E9C6A618C46BFBFB5F24EADF3471,REIGN BROS ApS,Sectigo RSA Code Signing CA,Quakbot
7AB21306B11FF280A93FC445876988AB,1378076B0CD2B366F1E024C6D42001B05B2D73759D75D7F33E09A855EC7357F5,ABC BIOS d.o.o.,Sectigo RSA Code Signing CA,Quakbot
4A7F07C5D4AD2E23F9E8E03F0E229DD4,4B908DA5185986ECF31D16070D823E7A28968BC1F9133DE88A85740B835D9DD5,Danalis LLC,Sectigo RSA Code Signing CA,Quakbot
84888D5A12228E8950683ECDAB62FE7A,F616674576D802AB27860CBF8232B8F3CA243F5D57146020EEA9AE52B3BF0CD4,Ub30 Limited,Sectigo RSA Code Signing CA,Cobalt Strike
0A5B4F67AD8B22AFC2DEBE6CE5F8F679,C7C618BA342F77F2D304CC21F8894A3D806347BDCF8BB57605BF644802E584B9,Farad LLC,Sectigo RSA Code Signing CA,ParallaxRAT
D9D419C9095A79B1F764297ADDB935DA,A08A153749093DD11A39660099A202C46F1E2DA62F3838BF10DE1902BEAE56C8,OOO Nova soft,Sectigo RSA Code Signing CA,Gozi
EA720222D92DC8D48E3B3C3B0FC360A6,22A5C213F126411AF6B017711B10B51C67FAA52159EB88DE1A2BD62DB372C997,CAVANAGH NETS LIMITED,Sectigo RSA Code Signing CA,Quakbot
0940FA9A4080F35052B2077333769C2F,29E512400EDE970C79FEB5430565C83CC5DF21A39CC6DAEAE553F54E38E24FB5,PROFF LAIN,DigiCert EV Code Signing CA ,Cobalt Strike
333CA7D100B139B0D9C1A97CB458E226,13B3CEE29B9C2A321E8317EFDF2C49BA0F5F82016C2F02EEC72F394309B75ACB,FSE,Sectigo RSA Code Signing CA,Quakbot
9AE5B177AC3A7CE2AADF1C891B574924,676B92E6F43DC19FE98086B54E329E5B241120E86782AA027C89C5403FF58452,OOO Kolorit,Sectigo RSA Code Signing CA,Formbook
A03EA3A4FA772B17037A0B80F1F968AA,6D4DF6C6889779C1710E4B4AF44063F92D2393473EFB3CAA7BA77C322683C957,DREVOKAPITAL,Sectigo RSA Code Signing CA,Quakbot
E161F76DA3B5E4623892C8E6FDA1EA3D,5C51CAB2D1DA40FBBF46FF77293D0C8071292C7DA62F9EDF2A8A42CFB19D8114,TGN Nedelica d.o.o.,Sectigo RSA Code Signing CA,Amadey
9FAF8705A3EAEF9340800CC4FD38597C,B6148D833710110450A5D286E6FC372DAB575757C8C448FBEACA4B48F54C4842,Tekhnokod LLC,Sectigo RSA Code Signing CA,BuerLoader
C8EDCFE8BE174C2F204D858C5B91DEA5,D9448FCF0E8D12338329E93214CD68B2668D8166EDE76B74B5118F87199E7B96,Paarcopy Oy,Sectigo RSA Code Signing CA,Quakbot
4743E140C05B33F0449023946BD05ACB,7B32C8CC35B86608C522A38C4FE38EBAA57F27675504CBA32E0AB6BABBF5094A,STROI RENOV SARL,Sectigo RSA Code Signing CA,Quakbot
2C1EE9B583310B5E34A1EE6945A34B26,7AF96A09B6C43426369126CFFFAC018F11E5562CB64D32E5140CFF3F138FFEA4,OOO Artmarket,Sectigo RSA Code Signing CA,Quakbot
D338F8A490E37E6C2BE80A0E349929FA,480A9CE15FC76E03F096FDA5AF16E44E0D6A212D6F09A898F51AD5206149BBE1,SAGUARO ApS,Sectigo RSA Code Signing CA,Quakbot
121FCA3CFA4BD011669F5CC4E053AA3F,5B5B1808ED49AEED9D846A045EB32DBFE7307DF28EC8D1012B505A9A8DB9084D,Kymijoen Projektipalvelut Oy,Sectigo RSA Code Signing CA,Quakbot
F675139EA68B897A865A98F8E4611F00,1489D6ED8669F86DE5BC21DC861AF09AA24F7D086E471E6CB4B51283CB03F2F7,BS TEHNIK d.o.o.,Sectigo RSA Code Signing CA,Quakbot
0A55C15F733BF1633E9FFAE8A6E3B37D,0BEB7DB944AD2348E2751B6B25A6E7A6AB5D2A0B1FE9E9122709B56E36D46D5D,Osnova OOO,Sectigo RSA Code Signing CA,RemcosRAT
54A6D33F73129E0EF059CCF51BE0C35E,B6CA7F11D61FFEC5DEDCCDEFD2D57ECF8765A3635492F53ED18F2B016B5451A7,STAFFORD MEAT COMPANY,Sectigo RSA Code Signing CA,Gozi
3990362C34015CE4C23ECC3377FD3C06,3D5BDCDE11F694BB925BF7AD3F7BBF6A7ED85310F57C428B10BD8F0B091F62C4,RZOH ApS,Sectigo RSA Code Signing CA,Quakbot
D875B3E3F2DB6C3EB426E24946066111,FA21CE349E34D5B1399A02D8B5EBCE7671C95CC82F8C2ED75470E0E942FE93CC,Kubit LLC,Sectigo RSA Code Signing CA,RemcosRAT
E267FDBDC16F22E8185D35C437F84C87,AE47C0814551917E1FB96B1A2393A6423A116A54826C7F08261D90F537FA51D8,APOTHEKA,Sectigo RSA Code Signing CA,Quakbot
CA646B4275406DF639CF603756F63D77,C82310EC9CEFF69C9A177921FE9C6F7BBE73CD879896ADB301A06D0BA92D8DFF,SHOECORP LIMITED,Sectigo RSA Code Signing CA,Quakbot
AC307E5257BB814B818D3633B630326F,884DACE64846B38605895BA3B03422D3FF4C20352C64EFEAA5C257FE30CC30C0,Aqua Direct s.r.o.,Sectigo RSA Code Signing CA,Quakbot
B4F42E2C153C904FDA64C957ED7E1028,AD6D469A1AC6F92237EA79782EA86F259CAFE774C554BAB9F193DFB08F6F091A,NONO spol. s r.o.,Sectigo RSA Code Signing CA,Gozi
6A241FFE96A6349DF608D22C02942268,F97F4B9953124091A5053712B2C22B845B587CB2655156DCAFED202FA7CEEEB1,HELP,Sectigo RSA Code Signing CA,Quakbot
1E74CFE7DE8C5F57840A61034414CA9F,2DFA711A12AED0ACE72E538C57136FA021412F95951C319DCB331A3E529CF86E,Insta Software Solution Inc.,Sectigo RSA Code Signing CA,Clop Ransomware
9272607CFC982B782A5D36C4B78F5E7B,2514C615FE54D511555BC5B57909874E48A438918A54CEA4A0B3FBC401AFA127,Rada SP Z o o,Sectigo RSA Code Signing CA,CobaltStrike
32FBF8CFA43DCA3F85EFABE96DFEFA49,30EB03CEA734157E43F44A048D144CF8DB38FBE310F986C9F46373F83801F3B5,Foxstyle LLC,Sectigo RSA Code Signing CA,Malware
7E0CCDA0EF37ACEF6C2EBE4538627E5C,D032358A31097655857E002CE8EC0FA10DDA8E7569D97955CED1DACC7D79926A,Orangetree B.V.,Sectigo RSA Code Signing CA,Quakbot
7B91468122273AA32B7CFC80C331EA13,409F32DC91542546E7C7F85F687FE3F1ACFFDD853657C8AA8C1C985027F5271D,OOO KBI,Sectigo RSA Code Signing CA,Malware
82CB93593B658100CDD7A00C874287F2,D168D7CF7ADD6001DF83AF1FC603A459E11395A9077579ABCDFD708AD7B7271F,Sportsonline24 B.V.,Sectigo RSA Code Signing CA,RemcosRAT
DF683D46D8C3832489672CC4E82D3D5D,8B63C5EA8D9E4797D77574F35D1C2FDFF650511264B12CE2818C46B19929095B,Osatokio Oy,Sectigo RSA Code Signing CA,Gozi
105440F57E9D04419F5A3E72195110E6,E95C7B4F2E5F64B388E968D0763DA67014EB3AEB8C04BD44333CA3E151AA78C2,CRYPTOLAYER SRL,Sectigo RSA Code Signing CA,AgentTesla
C01E41FF29078E6626A640C5A19A8D80,CCA4A461592E6ADFF4E0A4458EBE29EE4DE5F04C638DBD3B7EE30F3519CFD7E5,BurnAware,Sectigo RSA Code Signing CA,Malware
95E5793F2ABE0B4EC9BE54FD24F76AE5,682BFEE13DC6CA7B67EDA94FDA588514FA8276ED4D45A77BFCC03CB38571DE6C,Kommservice LLC,Sectigo RSA Code Signing CA,ModiLoader
FC7065ABF8303FB472B8AF85918F5C24,EDAA880D9A544E8466B94581C7EC519BDC35BF6A1BCAD6CD93E0926D454C1D6F,DIG IN VISION SP Z O O,Sectigo RSA Code Signing CA,Nemty
FD8C468CC1B45C9CFB41CBD8C835CC9E,FF49545409D4DA5FDC04B7E9A21183C843ACC5B90DDE211C2B8D37859EFC42F8,Pivo ZLoun s.r.o.,Sectigo RSA Code Signing CA,Quakbot
B61B8E71514059ADC604DA05C283E514,1C80F062DAF22A99EF516E542AA51374247A2072E7A56EDB982FC6DDD0898684,APP DIVISION ApS,Sectigo RSA Code Signing CA,Quakbot
FA3DCAC19B884B44EF4F81541184D6B0,6557117E37296D7FDCAC23F20B57E3D52CABDB8E5AA24D3B78536379D57845BE,Unicom Ltd,Sectigo RSA Code Signing CA,Osiris
70E1EBD170DB8102D8C28E58392E5632,90D67006BE03F2254E1DA76D4EA7DC24372C4F30B652857890F9D9A391E9279C,Equal Cash Technologies Limited,Sectigo RSA Code Signing CA,Quakbot
6CFA5050C819C4ACBB8FA75979688DFF,E7241394097402BF9E32C87CADA4BA5E0D1E9923F028683713C2F339F6F59FA9,Elite Web Development Ltd.,Sectigo RSA Code Signing CA,CobaltStrike
B8164F7143E1A313003AB0C834562F1F,263C636C5DE68F0CD2ADF31B7AEBC18A5E00FC47A5E2124E2A5613B9A0247C1E,Ekitai Data Inc.,Sectigo RSA Code Signing CA,TA505
E3C7CC0950152E9CEEAD4304D01F6C89,82975E3E21E8FD37BB723DE6FDB6E18DF9D0E55F0067CC77DD571A52025C6724,DNS KOMPLEKT,Sectigo RSA Code Signing CA,Gozi
C04F5D17AF872CB2C37E3367FE761D0D,7F52ECE50576FCC7D66E028ECEC89D3FAEDEEEDB953935E215AAC4215C9F4D63,DES SP Z O O,Sectigo RSA Code Signing CA,Netfilim
5C7E78F53C31D6AA5B45DE14B47EB5C4,F91D436C1C7084B83007F032EF48FECDA382FF8B81320212ADB81E462976AD5A,Cubic Information Systems,Sectigo RSA Code Signing CA,Quakbot
7156EC47EF01AB8359EF4304E5AF1A05,59FE580974E2F813C2A00B4BE01ACD46C94FDEA89A3049433CD5BA5A2D96666D,BOREC,Sectigo RSA Code Signing CA,Quakbot
B2E730B0526F36FAF7D093D48D6D9997,10DD41EB9225B615E6E4F1DCE6690BD2C8D055F07D4238DB902F3263E62A04A9,Bamboo Connect s.r.o.,Sectigo RSA Code Signing CA,Quakbot
2C90EAF4DE3AFC03BA924C719435C2A3,6B916111FFBD6736AFA569D7D940ADA544DAF3B18213A0DA3025B20973A577DC,AntiFIX s.r.o.,Sectigo RSA Code Signing CA,Unknown malware
BDC81BC76090DAE0EEE2E1EB744A4F9A,A3B0A1CD3998688F294838758688F96ADEE7D5AA98EC43709B8868D6914E96C1,ALM4U GmbH,Sectigo RSA Code Signing CA,Quakbot
E38259CF24CC702CE441B683AD578911,16304D4840D34A641F58FE7C94A7927E1BA4B3936638164525BEDC5A406529F8,Akhirah Technologies Inc.,Sectigo RSA Code Signing CA,Quakbot
4929AB561C812AF93DDB9758B545F546,0946BF998F8A463A1C167637537F3EBA35205B748EFC444A2E7F935DC8DD6DC7,Everything Wow s.r.o.,Sectigo RSA Code Signing CA,TA505
B649A966410F62999C939384AF553919,A0C6CD25E1990C0D03B6EC1AD5A140F2C8014A8C2F1F4F227EE2597DF91A8B6C,F.A.T. SARL,Sectigo RSA Code Signing CA,CobaltStrike
E04A344B397F752A45B128A594A3D6B5,D73229F3B7C2025A5A56E6E189BE8A9120F1B3B0D8A78B7F62EFF5C8D2293330,Highweb Ireland Operations Limited,Sectigo RSA Code Signing CA,Quakbot
A7989F8BE0C82D35A19E7B3DD4BE30E5,3E93AADB509B542C065801F04CFFB34956F84EE8C322D65C7AE8E23D27FE5FBF,Instamix Limited,Sectigo RSA Code Signing CA,Quakbot
39F56251DF2088223CC03494084E6081,66F32CF78B8F685A2C6F5BF361C9B0F9A9678DE11A8E7931E2205D0EF65AF05C,Inter Med Pty. Ltd.,Sectigo RSA Code Signing CA,Nefilim
9CFBB4C69008821AAACECDE97EE149AB,6C7E917A2CC2B2228D6D4A0556BDA6B2DB9F06691749D2715AF9A6A283EC987B,Kivaliz Prest s.r.l.,Sectigo RSA Code Signing CA,ParallaxRAT
8CFF807EDAF368A60E4106906D8DF319,C97D809C73F376CDF8062329B357B16C9DA9D14261895CD52400F845A2D6BDB1,KRAFT BOKS OOO,Sectigo RSA Code Signing CA,Unknown malware
2924785FD7990B2D510675176DAE2BED,ADBC44FDA783B5FA817F66147D911FB81A0E2032A1C1527D1B3ADBE55F9D682D,Neoopt LLC,Sectigo RSA Code Signing CA,NetSupport
690910DC89D7857C3500FB74BED2B08D,DFEB986812BA9F2AF6D4FF94C5D1128FA50787951C07B4088F099A5701F1A1A4,OLIMP STROI,Sectigo RSA Code Signing CA,Quakbot
F4D2DEF53BCCB0DD2B7D54E4853A2FC5,D5431403BA7B026666E72C675AAC6C46720583A60320C5C2C0F74331FE845C35,PETROYL GROUP,Sectigo RSA Code Signing CA,ParallaxRAT
